name,category
RIDES-USD,crypto
METABC-USD,crypto
DOO-USD,crypto
DCASH-USD,crypto
KEL-USD,crypto
PLX-USD,crypto
SHERPA-USD,crypto
LuckyPig-USD,crypto
MSHIBA-USD,crypto
ANFT-USD,crypto
MBIRD-USD,crypto
CAN-USD,crypto
YFIAG-USD,crypto
KIND-USD,crypto
CBT-USD,crypto
PINU-USD,crypto
CATCHY-USD,crypto
SPAY-USD,crypto
ITS-USD,crypto
TXS-USD,crypto
JAIHO-USD,crypto
NEGG-USD,crypto
DGMAN-USD,crypto
APEX-USD,crypto
JUKE-USD,crypto
RVRS-USD,crypto
POX-USD,crypto
EXF-USD,crypto
TAT-USD,crypto
EVO-USD,crypto
X99-USD,crypto
BabyDeFido-USD,crypto
HMC-USD,crypto
MATPAD-USD,crypto
TSLA-USD,crypto
PNDMLV-USD,crypto
INU-USD,crypto
PO-USD,crypto
FAFI-USD,crypto
DICE-USD,crypto
STR-USD,crypto
DGC-USD,crypto
STICKY-USD,crypto
MBT-USD,crypto
DELTA-RLP-USD,crypto
MEDIBIT-USD,crypto
SA-USD,crypto
MICROSANTA-USD,crypto
FSINU-USD,crypto
SLD-USD,crypto
DEVIA8-USD,crypto
IRIS-USD,crypto
DGI-USD,crypto
GLASS-USD,crypto
MARS-USD,crypto
SAITAX-USD,crypto
ECOIN-USD,crypto
REBL-USD,crypto
YFIE-USD,crypto
MEET-USD,crypto
HIPPO-USD,crypto
UFF-USD,crypto
EDI-USD,crypto
YEA-USD,crypto
TIPSY-USD,crypto
ERW-USD,crypto
FLUFFY-USD,crypto
VEO-USD,crypto
SHILL-USD,crypto
YTZ-USD,crypto
BOUJE-USD,crypto
WSOTE-USD,crypto
METAR-USD,crypto
SXP-USD,crypto
KSHIBA-USD,crypto
ARRO-USD,crypto
BAY-USD,crypto
ITFX-USD,crypto
MONGOOSE-USD,crypto
HUNGRY-USD,crypto
HOTDOGE-USD,crypto
KXC-USD,crypto
DUBI-USD,crypto
META-USD,crypto
UFC-USD,crypto
